Title,Title_URL,Image,Date
"Jenazah Korban Penembakan KKB di Deiyai, Dievakuasi ke Timika",https://www.idntimes.com/news/indonesia/riky-lodar/jenazah-korban-penembakan-kkb-di-deiyai-dievakuasi-ke-timika,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 15:38
                "
"Rumah Kebangsaan Cipayung Plus Diresmikan Kapolri, Apa Fungsinya ",https://www.idntimes.com/news/indonesia/irfanfathurohman/rumah-kebangsaan-cipayung-plus-diresmikan-kapolri-apa-fungsinya,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-31331-pm-211f3599573e534062ad0a7215fd394d_300x200.jpeg,"
                    
                    27 Jun 22 | 15:29
                "
KLHK Beberkan Tujuan Pembatasan Pengunjung Taman Nasional Komodo ,https://www.idntimes.com/news/indonesia/siti-nurhaliza-17/klhk-beberkan-tujuan-pembatasan-pengunjung-taman-nasional-komodo,https://cdn.idntimes.com/content-images/post/20220627/img20220627090540-7c3d5d209facedea4d691b37097c6dad_300x200.jpg,"
                    
                    27 Jun 22 | 15:23
                "
"Jadi Tempat CFD, Bupati Kediri Soroti Kebersihan di Sekitar SLG",https://www.idntimes.com/news/indonesia/ridho-fauzan-2/bupati-kediri-kebersihan-slg-csc,https://cdn.idntimes.com/content-images/post/20220627/img-20220627-wa0011-31ad9e86bee89890979528ab17db8a71_300x200.jpg,"
                    
                    27 Jun 22 | 15:13
                "
Ketua KPK Bicara Jasa Megawati dalam Pemberantasan Korupsi di RI,https://www.idntimes.com/news/indonesia/gregorius-pranandito/ketua-kpk-bicara-jasa-megawati-dalam-pemberantasan-korupsi-di-ri,https://cdn.idntimes.com/content-images/post/20181115/antarafoto-pembekalan-caleg-pdi-perjuangan-151118-wpa-5-8de952728a1753e21e7a50e1ebb74753_300x200.jpg,"
                    
                    27 Jun 22 | 15:08
                "
"Arena Adu Banteng di Kolombia Runtuh, 4 Orang Tewas dan 70 Terluka",https://www.idntimes.com/news/world/ifan-wijaya/arena-adu-banteng-di-kolombia-runtuh-4-orang-tewas-dan-70-terluka-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/photo-1505897304400-19446d0bbbfb-b0ddb29ced0d0386e2acf5cda1070f5a-ff8c8da12fe7ad752263fb2b362ad047_300x200.jpeg,"
                    
                    27 Jun 22 | 15:08
                "
"Berantas Narkoba, BNN Peringati Hari Anti Narkotika Internasional 2022",https://www.idntimes.com/news/indonesia/marwan-fitranansya-1/peringati-hari-anti-narkotika-internasional-csc,https://cdn.idntimes.com/content-images/post/20220627/b8c57d41-1843-44d1-afdd-0005a1b901d0-82d56f612bbe7d6a89cc7d41789113e0_300x200.jpg,"
                    
                    27 Jun 22 | 15:05
                "
Connie Dio 'Lady Rocker' 90-an Dilantik Jadi Ketua DPD Partai Rakyat,https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/connie-dio-lady-rocker-90-an-dilantik-jadi-ketua-dpd-partai-rakyat,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-13349-pm-b872fdd50b880253214787ebd0ad52d2_300x200.jpg,"
                    
                    27 Jun 22 | 15:02
                "
Kemlu Pulangkan 15 WNI Korban Perdagangan Orang dari Laos ,https://www.idntimes.com/news/world/sonya-michaella/kemlu-pulangkan-15-wni-korban-perdagangan-orang-dari-laos,https://cdn.idntimes.com/content-images/post/20220627/laos-aae95f26a85ed73ebe19c590c91112db_300x200.jpeg,"
                    
                    27 Jun 22 | 15:00
                "
Warga IKN Bakal Diberi Pelatihan Membuat Roti hingga Pertukangan,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/warga-ikn-bakal-diberi-pelatihan-membuat-roti-hingga-pertukangan,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:52
                "
Presiden Erdogan Bakal Temui Swedia dan Finlandia Terkait NATO ,https://www.idntimes.com/news/world/sonya-michaella/presiden-erdogan-bakal-temui-swedia-dan-finlandia-terkait-nato,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:50
                "
"Perdana, NASA Luncurkan Roket Luar Angkasa dari Australia",https://www.idntimes.com/news/world/pri-145/perdana-nasa-luncurkan-roket-luar-angkasa-dari-australia-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:48
                "
"22 Nama Jalan Baru DKI Jakarta, di Masing-masing Wilayah",https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/daftar-lengkap-nama-jalan-baru-dki-jakarta,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:45
                "
Kantor Wagub DKI Didatangi Ormas Gara-Gara Holywings,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/kantor-wagub-dki-didatangi-ormas-gara-gara-holywings,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:42
                "
Ukraina Akan Cabut Kebijakan Bebas Visa bagi WN Israel dan Rusia,https://www.idntimes.com/news/world/brahm-1/ukraina-akan-cabut-kebijakan-bebas-visa-bagi-wn-israel-dan-rusia-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:39
                "
PBB Khawatir Produksi Narkoba di Ukraina Meningkat Selama Perang,https://www.idntimes.com/news/world/anoraga-ilafi/pbb-khawatir-produksi-narkoba-di-ukraina-meningkat-selama-perang-c1c2,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:21
                "
"Cerita Eme, Tukang Becak yang Naik Haji Bareng Istri Tahun Ini",https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/cerita-eme-tukang-becak-yang-naik-haji-bareng-istri-tahun-ini,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 14:15
                "
"Utusan AS Kunjungi Kolombo, Harga Bahan Bakar di Sri Lanka Malah Naik",https://www.idntimes.com/news/world/anoraga-ilafi/utusan-as-kunjungi-kolombo-harga-bahan-bakar-di-sri-lanka-malah-naik-c1c2,https://cdn.idntimes.com/content-images/community/2022/06/fvtgbzwwqaa5mxi-9946d2b64b240dd1850c8719f35d2ca8-c8e42ced5c7ed45dd00acebe552ea32a_300x200.jpg,"
                    
                    27 Jun 22 | 14:03
                "
GP Ansor DKI Minta Anies Tutup Seluruh Gerai Holywings di Ibu Kota,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/gp-ansor-dki-minta-anies-tutup-seluruh-gerai-holywings-di-ibu-kota,https://cdn.idntimes.com/content-images/post/20190626/damar-anies-baswedan-26-juni-2019-1-f1528421ad434abe49ab4a4c50b90f29_300x200.jpg,"
                    
                    27 Jun 22 | 14:02
                "
Kata PDI soal Anggapan Ganjar Kena 'Plonco' akibat Manuver Politik,https://www.idntimes.com/news/indonesia/santi-dewi/kata-pdi-soal-anggapan-ganjar-kena-plonco-akibat-manuver-politik,https://cdn.idntimes.com/content-images/post/20220627/img-20220627-wa0005-e694819c9ad89f7d4c9658b280b2e48c_300x200.jpg,"
                    
                    27 Jun 22 | 14:00
                "
"Bertolak ke Spanyol, Presiden Korsel akan Hadiri KTT NATO",https://www.idntimes.com/news/world/rahmah-n/bertolak-ke-spanyol-presiden-korsel-akan-hadiri-ktt-nato-c1c2,https://cdn.idntimes.com/content-images/community/2022/05/280172933-521727379393758-643977796607494997-n-b285563a85e7aa4779d1d659cceca37a-c0e4a7d467cabde701c8cc455779aeea_300x200.jpg,"
                    
                    27 Jun 22 | 13:55
                "
Anies Pastikan Perubahan Nama Jalan Tak Repotkan Warga Jakarta,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/anies-pastikan-perubahan-nama-jalan-tak-repotkan-warga-jakarta,https://cdn.idntimes.com/content-images/post/20211213/1639400816743-f7d296a0addbbc51dd6a837c2b1ae775_300x200.jpg,"
                    
                    27 Jun 22 | 13:47
                "
"Mensos Risma Bagi Tips Kelola Usaha Omset Milliaran, Begini Caranya!",https://www.idntimes.com/news/indonesia/dini-suciatiningrum/mensos-risma-bagi-tips-kelola-usaha-omset-milliaran-begini-caranya,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-111512-am-e6a6ce606e4233d9fdf309d823a61a02_300x200.jpeg,"
                    
                    27 Jun 22 | 13:47
                "
Kenali Ciri Anak yang Rentan Jadi Korban Pedofilia,https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kenali-ciri-anak-yang-rentan-jadi-korban-pedofilia,https://cdn.idntimes.com/content-images/post/20171113/1-4-6323ff821eed2fb09641f6eceabda638_300x200.jpg,"
                    
                    27 Jun 22 | 13:45
                "
Wamenag Sebut Promosi Miras Holywings Melukai Umat,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/wamenag-sebut-promosi-miras-holywings-melukai-umat,https://cdn.idntimes.com/content-images/post/20220624/poster-78866514a4360a1e61908a8f30cd68a1_300x200.png,"
                    
                    27 Jun 22 | 13:37
                "
Cerita Jemaah Haji Disabilitas Asal Riau Akhirnya Bisa ke Tanah Suci,https://www.idntimes.com/news/indonesia/muhammad-ilman-nafian-2/cerita-jemaah-haji-disabilitas-asal-riau-akhirnya-bisa-ke-tanah-suci,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 13:20
                "
Kejagung Tidak Menahan 2 Tersangka Baru Korupsi Garuda,https://www.idntimes.com/news/indonesia/irfanfathurohman/kejagung-tidak-menahan-2-tersangka-baru-korupsi-garuda,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 13:17
                "
DPR Buka Kemungkinan Kaji Legalisasi Ganja untuk Medis di Indonesia,https://www.idntimes.com/news/indonesia/melani-hermalia-putri/dpr-buka-kemungkinan-kaji-legalisasi-ganja-untuk-medis-di-indonesiabr,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 13:10
                "
Apa Urgensi Anies Baswedan Ganti Nama Jalan di Jakarta?,https://www.idntimes.com/news/indonesia/uji-sukma-medianti-1/apa-urgensi-anies-baswedan-ganti-nama-jalan-di-jakarta,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 13:10
                "
Direktur PT Mugi Rekso Abadi Tersangka Korupsi Garuda,https://www.idntimes.com/news/indonesia/irfanfathurohman/direktur-pt-mugi-rekso-abadi-tersangka-korupsi-garuda,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 12:59
                "
[BREAKING] Kejagung Tetapkan Eks Dirut PT Garuda Emirsyah Satar Jadi Tersangka,https://www.idntimes.com/news/indonesia/irfanfathurohman/kejagung-tetapkan-eks-dirut-pt-garuda-emirsyah-satar-jadi-tersangka,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 12:58
                "
"Megawati: Saya Bilang Jangan! Masih Saja Korupsi, Get Out!",https://www.idntimes.com/news/indonesia/gregorius-pranandito/megawati-saya-bilang-jangan-masih-saja-korupsi-get-out,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 12:52
                "
Nikita Mirzani Diperiksa Propam Polri Soal Laporan Polres Serang Kota,https://www.idntimes.com/news/indonesia/irfanfathurohman/nikita-mirzani-diperiksa-propam-polri-soal-laporan-polres-serang-kota,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 12:38
                "
"Daftar Tanggal Merah Juli 2022, Ada 2 Hari Libur",https://www.idntimes.com/news/indonesia/seo-intern/daftar-tanggal-merah-juli,https://cdn.idntimes.com/content-images/post/20210803/rawpixel-633847-unsplash-1024x719-ad0752234bf6900ad631d92926d678c5_300x200.jpg,"
                    
                    27 Jun 22 | 12:23
                "
"Jokowi Damaikan Rusia-Ukraina, Anis: Jangan Sampai Kita Jadi Korban",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/jokowi-damaikan-rusia-ukraina-anis-jangan-sampai-kita-jadi-korban,https://cdn.idntimes.com/content-images/post/20201205/9d0439b7-88ef-45cd-b5be-470622d9cf68-49abd22bfb91cd13bc1b5c98a932eb63_300x200.jpg,"
                    
                    27 Jun 22 | 12:03
                "
Politikus PDIP: NasDem Jadikan Ganjar Bakal Capres Tanpa Izin Megawati,https://www.idntimes.com/news/indonesia/santi-dewi/politikus-pdip-nasdem-jadikan-ganjar-bakal-capres-tanpa-izin-megawati,https://cdn.idntimes.com/content-images/post/20220618/rsz-antarafoto-penutupan-rakernas-partai-nasdem-17062022-gp-9-0ba93e20432919bbb1c6f92fd9aa7508_300x200.jpg,"
                    
                    27 Jun 22 | 11:59
                "
Dua Hektare Lahan Terbakar di Sukamara Berhasil Dipadamkan,https://www.idntimes.com/news/indonesia/syifa-putri-naomi/dua-hektare-lahan-terbakar-di-sukamara-berhasil-dipadamkan,https://cdn.idntimes.com/content-images/post/20220627/whatsapp-image-2022-06-27-at-104530-am-56db49a2a9d3a420f5e75bd681183eae_300x200.jpeg,"
                    
                    27 Jun 22 | 11:45
                "
3 Anggota KKB Tembak Warga yang Sedang Olahraga di Aula DPRD Deiya,https://www.idntimes.com/news/indonesia/irfanfathurohman/kkb-penembak-warga-yang-sedang-olahraga-kelompok-paniai-dan-intan-jaya,https://cdn.idntimes.com/content-images/post/20210818/whatsapp-image-2021-08-18-at-53216-pm-9c1ff90792f35471cd8523aec9d2249e_300x200.jpg,"
                    
                    27 Jun 22 | 11:44
                "
"Kasus Siswa Titipan Anggota DPRD Bandung, KPAI: Tidak Etis!",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/kasus-siswa-titipan-anggota-dprd-bandung-kpai-tidak-etis,https://cdn.idntimes.com/content-images/post/20190703/antarafoto-layanan-konsultasi-dan-keluhan-ppdb-online-020719-yud-6-ffd34cf538ecd257fe5927c0695881fe_300x200.jpg,"
                    
                    27 Jun 22 | 11:23
                "
"Tersangka Indosurya Bebas, IPW Minta Kapolri Evaluasi Penyidik Polri",https://www.idntimes.com/news/indonesia/irfanfathurohman/tersangka-indosurya-bebas-ipw-minta-kapolri-evaluasi-penyidik-polri,https://cdn.idntimes.com/content-images/post/20211029/1635474665019-9fe5cab06d0839091d3a0247a4e6686a_300x200.jpg,"
                    
                    27 Jun 22 | 11:13
                "
"Banyak Polwan Dapat Promosi Jabatan, Menteri PPPA Apresiasi Kapolri",https://www.idntimes.com/news/indonesia/lia-hutasoit-1/banyak-polwan-dapat-promosi-jabatan-menteri-pppa-apresiasi-kapolri,https://cdn.idntimes.com/content-images/post/20200310/whatsapp-image-2020-03-10-at-111601-am-8a75ccf5c3ff86f302de268376af497e_300x200.jpeg,"
                    
                    27 Jun 22 | 10:59
                "
"Belajar dari Ukraina, Anis Matta: Jangan Jadi Medan Tempur Bangsa Lain",https://www.idntimes.com/news/indonesia/syifa-putri-naomi/belajar-dari-ukraina-anis-matta-jangan-jadi-medan-tempur-bangsa-lain,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 10:23
                "
IPW Desak Menko Polhukam Koordinasikan Kasus Indosurya,https://www.idntimes.com/news/indonesia/irfanfathurohman/ipw-desak-menko-polhukam-koordinasikan-kasus-indosurya,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 10:22
                "
Satgas COVID-19: Naiknya Kasus Positif COVID-19 Harus Diwaspadai,https://www.idntimes.com/news/indonesia/dini-suciatiningrum/satgas-covid-19-naiknya-kasus-positif-covid-19-harus-diwaspadai,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 10:11
                "
Rudal Rusia Hantam Hunian Warga Sipil di Ibu Kota Ukraina,https://www.idntimes.com/news/world/sonya-michaella/rudal-rusia-hantam-hunian-warga-sipil-di-ibu-kota-ukraina,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 10:01
                "
"Pilgub Jateng 2024, Pengamat: Gibran Tidur Saja Pasti Menang",https://www.idntimes.com/news/indonesia/yosafat-diva-bagus/pilgub-jateng-2024-pengamat-gibran-tidur-saja-pasti-menang,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 09:40
                "
"Hadapi Megatren, Kemnaker Siapkan Langkah Strategis Ini",https://www.idntimes.com/news/indonesia/marwan-fitranansya-1/kemnaker-siapkan-langkah-strategis-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 09:35
                "
Mensos Bagikan Tips Usaha Mikro Bisa Melejit Beromzet Miliaran ,https://www.idntimes.com/news/indonesia/ezri-tri-suro-1/mensos-bagikan-tips-usaha-mikro-csc,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 09:20
                "
Djarot Saiful Hidayat dan Rombongan PDIP Datangi KPK,https://www.idntimes.com/news/indonesia/gregorius-pranandito/djarot-saiful-hidayat-dan-rombongan-pdip-datangi-kpk,https://www.idntimes.com/assets/img/placeholder.png,"
                    
                    27 Jun 22 | 09:05
                "
