,user_name,user_location,user_description,user_verified,date,text,hashtags,source,cleaned_text
519,Live Sports,,,False,2022-04-17 16:24:51,"Go Live 👇👇👇

English FA Cup

Chelsea vs Crystal Palace Live

🔗Live Link🎥▶️https://t.co/hfG2QPmGSV

🔗Live Link🎥▶️https://t.co/hfG2QPmGSV

🔗Live Link🎥▶️https://t.co/hfG2QPmGSV

#CHECRY #EmiratesFACup #FACup
dthbdtgbhdgf",,Twitter Web App,Live English Chelsea Crystal Palace Live 🔗Live Link🎥▶️https //t.co/hfG2QPmGSV 🔗Live Link🎥▶️https //t.co/hfG2QPmGSV 🔗Live Link🎥▶️https //t.co/hfG2QPmGSV CHECRY EmiratesFACup FACup dthbdtgbhdgf
520,Amy🪄,she/her | 16.11.20| 27.1 16apr,".
.
.
꧁ Amorist ꧂
.
.
.
♡ Do not repost/translate my works ♡
.
.
.
🐻🐰 50% Taekook & 50% Yoonmin 🐱🐥
.
.
.
@amyungv_2",False,2022-04-17 16:24:51,@DlLFJJK Where is that hand- I-,,Twitter for Android,DlLFJJK Where hand-
521,Drom,,,False,2022-04-17 16:24:51,@0olala_ You want subscribers? dm on this page➡️  @_jukebox_2 ❤️,,Twitter for Android,0olala_ want subscriber page➡️ _jukebox_2
522,I Don’t Exist,,,False,2022-04-17 16:24:51,@dave22_david @dpakman I had a stroke trying to read this,,Twitter for iPhone,dave22_david dpakman stroke trying read
523,Robert Piper,,,False,2022-04-17 16:24:51,@SingleMommy1994 Most difficulty,,Twitter for Android,SingleMommy1994 Most difficulty
524,tamino amir lyrics bot,,"tweeting lyrics from the album amir every 30 minutes, all credit goes to @taminoamir",False,2022-04-17 16:24:51,"imagine, the girls take him up on a hill",,"Cheap Bots, Done Quick!",imagine girl take hill
525,U.,"กรุงเทพมหานคร, ประเทศไทย",ตอนมีของถ้ามีเงินซื้อให้รีบซื้อ หลังจากนี้พอมีเงินซื้อจะไม่มีของให้ซื้อแล้ว,False,2022-04-17 16:24:51,@29supermiledevo *Block*,,Twitter for Android,29supermiledevo *Block*
526,9 year Lovatic ♡,United Kingdom,"I'm speak my mind at all time 
my life my world  
I've got a Learning disability 
WWE fan  since 1992
Lovatic since 2013",False,2022-04-17 16:24:51,The lion king (1994) is on this afternoon at 5:45pm on @BBCOne https://t.co/IQjWjCmCqm,,Twitter for Android,lion king 1994 afternoon 5:45pm BBCOne http //t.co/IQjWjCmCqm
527,Adepoju🔺🔺,Nigeria,Crypto Queen 👸🏽,False,2022-04-17 16:24:51,"@EZStaking Such an awesome project with strong team and community😊

Thank you for this giveaway

Check this out friends @0x_degenlord @QueenEdet15 @AdepojuHope",,Twitter for iPhone,EZStaking Such awesome project strong team community😊 Thank giveaway Check friend 0x_degenlord QueenEdet15 AdepojuHope
528,Bob's Country Bunker,"Scotland, UK","We've got both kinds!  Country AND Western.

(BTW - My name isn't Bob nor Robert......)

🇺🇦",False,2022-04-17 16:24:51,@DelTrotter9 @ianbeveridge3 @chris_sutton73 @mstewart_23 Which shouldn't have been allowed to be taken when it was.,,Twitter Web App,DelTrotter9 ianbeveridge3 chris_sutton73 mstewart_23 Which allowed taken
529,Fred,,Outgoing and witty,False,2022-04-17 16:24:51,@nathaliejacoby1 Milk,,Twitter Web App,nathaliejacoby1 Milk
530,EM,United States,,False,2022-04-17 16:24:51,Get ready for rising grocery costs. @GregAbbott_TX blocked #SupplyChain into texas. @GregAbbott_TX = #inflation,"['SupplyChain', 'inflation']",Twitter for iPhone,ready rising grocery cost GregAbbott_TX blocked SupplyChain texas GregAbbott_TX inflation
531,B 👼🏾,"Johannesburg, South Africa",a big deal.,False,2022-04-17 16:24:51,Take me to a mental institution then. https://t.co/tx1GOLDJxG,,Twitter for iPhone,Take mental institution http //t.co/tx1GOLDJxG
532,L..,"Manila City, National Capital ","Devil by Day.. Demon by Night

Eth Address: 0x92C2cB36DeE793B670851262a38D3148907228Fd

Sol Address: HRrJDgEBj4WhFgZXNcvfBcbWc8npHFZ6kaJCVnTSzwU

#NFT #RNurse",False,2022-04-17 16:24:51,@nftgeekbybone 0x92C2cB36DeE793B670851262a38D3148907228Fd,,Twitter for Android,nftgeekbybone 0x92C2cB36DeE793B670851262a38D3148907228Fd
533,T'Keyah,"225 , louisiana 📍",🌻🦋 BLESSED. PRETTY. & OUT THE MIX! 🖤❤️,False,2022-04-17 16:24:51,i just pf $4 fa a 1/2 gallon of milk .... wtf,,Twitter for iPhone,gallon milk
534,madison🌹| superache track 4,17 | she/they ʚ♡⃛ɞ,"˗ˏˋ 5sos, conan, wallows, sinjin drowning, liv ˎˊ˗",False,2022-04-17 16:24:51,@C4LMTEE @b4byloncth TEE weve been agreeing on opinions and NOW U SAY THIS,,Twitter for iPhone,C4LMTEE b4byloncth weve agreeing opinion THIS
535,yung jEEZus,Lost in the snap.,slightly below average | Whatever it takes,False,2022-04-17 16:24:51,We wear black to funerals https://t.co/9SguQ5TXtR https://t.co/5sQFMqfD6D,,Twitter for iPhone,wear black funeral http //t.co/9SguQ5TXtR http //t.co/5sQFMqfD6D
536,"Sliber, Never Broke Again",In your read rent free ,Block me = You lack parents 😹🤡🤣// YB + Tyler are btr than you sadly // Father of 29 and happily unemployed.,False,2022-04-17 16:24:51,@BurgerKing McDonald's owns you,,Twitter for Android,BurgerKing McDonald owns
537,🌈,"Under the Moon, Over the Sky",new hope for the wretched ♏️,False,2022-04-17 16:24:51,Yessss Queen Latifah vibes I’m here for this https://t.co/IgLTLxTVJW,,Twitter for iPhone,Yessss Queen Latifah vibe http //t.co/IgLTLxTVJW
538,Stokes Szn Baby,"Montana, USA",@Packers / @USFLPanthers /@MSUBobcats_FB /@NHLFlames /@Bucks,False,2022-04-17 16:24:51,@USFL Just reschedule to later tonight plz I’m at work rn,,Twitter for iPhone,USFL Just reschedule later tonight work
539,La Dayis Left,,This is mi alter ego negativo,False,2022-04-17 16:24:51,Te amo mucho Chandler Bing,,Twitter for Android,mucho Chandler Bing
540,کیا🐋,اَه واز,هیچی فعلا,False,2022-04-17 16:24:51,@alifpds Mention,,Twitter for iPhone,alifpds Mention
541,Void/Stiles Stilinski,"Beacon Hills, CA","“I’m 147 Pounds of Pale Skin and Fragile Bone, Okay? Sarcasm Is My Only Defense.”#MS #24 #Parody Writers tag #Jules",False,2022-04-17 16:24:51,Im sorry going through that. https://t.co/mQYlskJDH4,,Twitter for iPhone,sorry going http //t.co/mQYlskJDH4
542,pparlak,"İstanbul, Türkiye","Twitter Ruhsal Detoxum, Beni çekemeyen besmele çeksin Sayemde imana gelsin.🙈Beşiktaş aşkı 🦅",False,2022-04-17 16:24:51,@Lulusu35 Yessss beybi,,Twitter for iPhone,Lulusu35 Yessss beybi
543,A.R.S.,India,"SeBaek, YuTae, YuJae, NoMin, SuLay, 2Min, KunTen, TenYang Shipper 
EXO-l, NCTZen, Shawol, SuperM stan
Lee Dong Wook and Tom Ellis Fan",False,2022-04-17 16:24:51,@jhfilmy You got it right buddy👍♥️,,Twitter for Android,jhfilmy right buddy👍♥️
544,The Gunner Graham,Gateshead,"Newcastle United

The Premier League are corrupt.",False,2022-04-17 16:24:51,Something tells me the Brazilian revolution will be better than the French revolution #nufc,['nufc'],Twitter Web App,Something tell Brazilian revolution better French revolution nufc
545,Incoming Book,New Jersey,"We #promote your #books on our #Social Media. We help readers discover #thrilling and new books. To get started, submit your books at",False,2022-04-17 16:24:51,"A gripping, thought-provoking and phenomenal read, author Joe Kilgore's Insomniac is a must-read collection of short stories. @JoeKilgore13
#book #author #Fool's_Errand #San_Diego
https://t.co/Jco6CHV5Tb",,SocialPilot.co,gripping thought-provoking phenomenal read author Kilgore Insomniac must-read collection short story JoeKilgore13 book author Fool's_Errand San_Diego http //t.co/Jco6CHV5Tb
546,Sarah says 💉😷,"Toronto, Canada","I tweet a lot about the Toronto Raptors, public policy and the pandemic. I keep my employer out of it. #VaccinEquity #PeoplesVaccine #TRIPSwaiver",False,2022-04-17 16:24:51,@PascalFanClub Grown man making fun of an injured 20 year old smh https://t.co/8tnu5eZjRs,,Twitter for iPhone,PascalFanClub Grown making injured year http //t.co/8tnu5eZjRs
547,David Leland,"Poway, CA",San Diegan. Sports junkie. Die-hard Padres & SDSU fan; Michigan supporter since 2016. Ex-Chargers fan betrayed by $pano$. Love Star Wars & country music.,False,2022-04-17 16:24:51,"And McCain and Romney are/were legit candidates imo. The longer the Republican Party obsesses over Trump (a hypocritical racist &amp; sexist narcissist liar), the more of a (already large &amp; growing) joke they become. https://t.co/kZ4QhT7pB3",,Twitter for iPhone,McCain Romney are/were legit candidate longer Republican Party ob Trump hypocritical racist sexist narcissist liar already large growing joke become http //t.co/kZ4QhT7pB3
548,🌟👑MOSTAFA👑🌟,,,False,2022-04-17 16:24:51,"@HuobiGlobal Why #KISHU ?
$KISHU use for payments in websites , like Travala and NOWPayments team accept it🔥💎
The best memecoin for payment method 👌🏻💯

@InuKishu #kishuarmy
@elonmusk @coinbase @kucoincom  @binance @HuobiGlobal @mmcrypto @whalemetaverse",['KISHU'],Twitter for Android,HuobiGlobal KISHU KISHU payment website like Travala NOWPayments team accept it🔥💎 best memecoin payment method InuKishu kishuarmy elonmusk coinbase kucoincom binance HuobiGlobal mmcrypto whalemetaverse
549,Sweet 🍒♤|Free Tag 🍀,,bismillahirrahmanirrahim,False,2022-04-17 16:24:51,"@chitaglorya__ @NoraEstia Done
Wish me luck https://t.co/SbrbFj0qWq",,Twitter for Android,chitaglorya__ NoraEstia Done Wish luck http //t.co/SbrbFj0qWq
550,alex is TIRED of waiting for pjy1,she/her (18) 🇲🇽,bp twice & got7 shooter. | @flopflopdlop,False,2022-04-17 16:24:51,@BamBam1A WHY R U LAUGHING,,Twitter for iPhone,BamBam1A LAUGHING
551,Mie⁷~,18 | Peace,"She/her | Student | Ally | 0T7                                                                  
~ Lil soft, Lil hot ~ 
My works : Linked below.",False,2022-04-17 16:24:51,"Moots if you want to talk with someone, I'm here!!! :)",,Twitter for Android,Moots want talk someone
552,Marc Llaó,"Tarragona, Catalunya","Aerospace Engineering, UPC-ESEIAAT. 

Força, equilibri, valor i seny!

Tarragona, Catalonia, 20 y.o.",False,2022-04-17 16:24:51,"@F1DataAnalysis Another Drag Reduction concept, curiously by Tyrrell again, was the P34's 6 wheel concept. They meant to reduce front wheel drag by reducing it's front surface. It was actually a competitive concept, as it achieved a win in Sweden if my memory does not betray me.",,Twitter for Android,F1DataAnalysis Another Drag Reduction concept curiously Tyrrell wheel concept They meant reduce front wheel drag reducing front surface actually competitive concept achieved Sweden memory betray
553,RUE,,,False,2022-04-17 16:24:51,@woodyjohnson4  ya really need todo some changes https://t.co/4psPaeF1tf,,Twitter for iPhone,woodyjohnson4 really need todo change http //t.co/4psPaeF1tf
554,Home & Garden Listings,"Northampton, UK",Add your home/garden website to our well established directory - a trustworthy testimonial about your business. https://t.co/e0E6ObhPWb,False,2022-04-17 16:24:51,#interesting Rainbow through the chair [via https://t.co/9Wb46k12Fy] https://t.co/ZbiF2eF1KH,['interesting'],SocialPilot.co,interesting Rainbow chair http //t.co/9Wb46k12Fy http //t.co/ZbiF2eF1KH
555,$ Shameer,,,False,2022-04-17 16:24:51,@ShibInform Impossible dud🤠,,Twitter for Android,ShibInform Impossible dud🤠
556,Anna Sundberg,,Lärare och facklig. Försöker vara bra. A bit obsessed with the USA.,False,2022-04-17 16:24:51,"@JoJoFromJerz Yes, I support him from Sweden! 🙋‍♀️🇸🇪",,Twitter for Android,JoJoFromJerz support Sweden 🙋‍♀️🇸🇪
557,Kirk Dibbens,South Central East TX kinda ,#BMM #Atleast1nonwhite,False,2022-04-17 16:24:51,"Okay now I'm just wasting time going through what Twitter thinks ""you might like"" and I'm just blocking each one on principle. Most offered twits start on the right😬
And again I say to fucking stupid twitter, What a maroon!",,Twitter Web App,Okay wasting time going Twitter think might like blocking principle Most offered twit start right😬 fucking stupid twitter What maroon
558,Noodge.eth,,Pop culture practitioner. Web scholar. Problem solver. Incurable social media trailblazer. Creator. Twitter lover.,False,2022-04-17 16:24:51,@f_rsn Look at this airdrop @ConnorRatka @fungi_tok @Olhasomethin @batoprod @Mat_k19 @BryanMartz_ @DisperseRobot @MMScartoon @mirann617 @Skamo_lnjh @HC_Xie__,,Twitter Web App,f_rsn Look airdrop ConnorRatka fungi_tok Olhasomethin batoprod Mat_k19 BryanMartz_ DisperseRobot MMScartoon mirann617 Skamo_lnjh HC_Xie__
559,bill,tks,"isinya candaan, kalo mau serius kerumah aja.",False,2022-04-17 16:24:51,@moonjinniez u too,,Twitter for Android,moonjinniez
560,E🤎,Saturn,self proclaimed Frank Ocean Stan Account😇✌🏾♒️,False,2022-04-17 16:24:51,Absolutely not https://t.co/ERbKz22poJ,,Twitter for iPhone,Absolutely http //t.co/ERbKz22poJ
561,ريانه شهب ◥•ﻜٕوِبون• ‏ﺧٕٓصٍمٍ•ﻜٕوِدٓ,المملكة العربية السعودية,Of England are obligate carnivores their physiology has evolved into Naturalism In the,False,2022-04-17 16:24:51,California Byline Buried Call,,Twitter Web Client,California Byline Buried Call
562,yun☁️,dragonspine (i draw? kinda),they/them | 18↑🔞 | ✧ ☀️🌼 ✧ | FUB free | minors dni | ☕ #albedo!! 原神 | baby english | heavy RT | semihiatus from art | 🚫repost/edit/use not allowed🚫,False,2022-04-17 16:24:51,@Ahbeduo same,,Twitter for Android,Ahbeduo
563,Matt Keating,,,False,2022-04-17 16:24:51,@drayden18057304 @PFF Dk wasn’t in the top 20 in any category but TD’s where he was fourth. If JJ and deebo aren’t at the top of ur list and u watch football then I have to wonder if ur suffering from a brain injury,,Twitter for iPhone,drayden18057304 category fourth deebo list watch football wonder suffering brain injury
564,Meg ⚢♡,,"they/them🏳️‍🌈 | 18 |MK • RE | Scorpion enthusiast| 
alt: @sugxrwfflez",False,2022-04-17 16:24:51,@DriftingMari I mean these pictures are like a decade apart,,Twitter for Android,DriftingMari mean picture like decade apart
565,Aivy Marauder 👓💼 VTUBER FERRET ★ Streamin Break,They / He,"Logo: @mynameiisrena_ ★ 16+ content 
Seiso Alt: @MarauderAivy ★ 
Dad: @JairusBonaVT ★ 
pfp: @KaraArts25 ★ 
partner in crime @FumeraIgnacia ★ 
Local Ferret Boss",False,2022-04-17 16:24:51,403 votes this is now a research study which researchers wanna use this data now https://t.co/Mq3XrsVtdX,,Twitter for Android,vote research study researcher data http //t.co/Mq3XrsVtdX
566,RIP Mommy,"Detroit ✈️ Birmingham, AL",Realest bitch in the D...Yall know it Follow my IG @ma.randaj,False,2022-04-17 16:24:51,"It’s crazy as hell how far removed some of y’all are since when y’all don’t believe in God? It’s crazy how some people now really believe anything that suits them. The Bible, The Quran, hood healer smh",,Twitter for iPhone,crazy hell removed since believe crazy people really believe anything suit Bible Quran hood healer
567,Karen Pauwells,Somewhere over the rainbow,O ya no entiendo lo que está pasando o ya pasó lo que estaba yo entendiendo... ‏لا تجادل السفيه..,False,2022-04-17 16:24:51,"‘Knowledge is power; ignorance is dangerous, breeding hate and division’

New York Public Library makes banned books available for free : NPR https://t.co/yT3bNb2Fnf",,Twitter for iPhone,Knowledge power ignorance dangerous breeding hate division York Public Library make banned book available free http //t.co/yT3bNb2Fnf
568,Adams,,Fun loving guy who loves to learn from everyone around me. Crazy optimist and a believer in lovely things. #Lovelife #ManchesterUnited,False,2022-04-17 16:24:51,"@tundeleye I've been laughing since I first saw that post. 

I mean, how could people loose money to something so.....OBVIOUS????? https://t.co/anAgIR6rKI",,Twitter for Android,tundeleye laughing since first post mean could people loose money something ..OBVIOUS http //t.co/anAgIR6rKI
569,neo~reborn 🏁,entahlah °°...~,~ menglelqh ~,False,2022-04-17 16:24:51,@missufe @bigwin_lagi @jihantesti congrats,,Twitter for Android,missufe bigwin_lagi jihantesti congrats
570,leelo ♈︎,she/her,Black Lives Matter • John Ball Zoo’s Top Fan™,False,2022-04-17 16:24:51,@KobeBrown_ my roommate @noriekate said she would bring you a bouquet of tulips and some petit fours 💐,,Twitter for iPhone,KobeBrown_ roommate noriekate said would bring bouquet tulip petit four
571,supp,,love sunset,False,2022-04-17 16:24:51,Hi! You will always have problems. Learn to enjoy life while solving them.,,Twitter for Android,always problem Learn enjoy life solving
572,alicia,cbyf | 15,she they fai cloud star,False,2022-04-17 16:24:51,@sookeewowza i think it is two words yes,,Twitter for iPhone,sookeewowza think word
573,duda,,your best (south) american girl,False,2022-04-17 16:24:51,"i remember the rush 
when forever was us
before all of the winds of regret and mistrust
now we sit in your car and our love is a ghost
well, I guess I should go, I guess I should go",,Twitter for iPhone,remember rush forever wind regret mistrust love ghost well guess guess
574,Jan,First left by Nissan garage,"上海证券交易所, Python and lots of water.",False,2022-04-17 16:24:51,@KingoLiberty @domipalmer I think it’s time to log out Sebastian,,Twitter for iPhone,KingoLiberty domipalmer think time Sebastian
575,euphxryia,,im a hooman,False,2022-04-17 16:24:51,@luvhLucy done!,,Twitter Web App,luvhLucy done
576,yuridia !,,16 | any prns | 🇲🇽 | proship get out y'all are ugly!!,False,2022-04-17 16:24:51,her only appearances are her HAIR I FEEL ILL SHE DESERVES BETTER,,Twitter for iPhone,appearance HAIR FEEL DESERVES BETTER
577,alex winne,,,False,2022-04-17 16:24:51,@TomJChicago Where’s the proof? Can’t just claim w no proof,,Twitter for iPhone,TomJChicago Where proof claim proof
578,mel,🇲🇾,i'm going back to 505,False,2022-04-17 16:24:51,farewell of summer romance,,Twitter for iPhone,farewell summer romance
579,Gabriel Wenlock-Moros,,Elden ring gamer and upstart twitch streamer. Hoping to upload clips and grow my channel :),False,2022-04-17 16:24:51,@splufcmot @IGN Definitely your first souls game.,,Twitter Web App,splufcmot Definitely first soul game
580,Denny meena,"Jaipur, India","I'm Crypto adviser to people and makes money easily 💎💎
many options to provide regarding Crypto investment @MeenaDenny
#BTC,#ETH,#Shib,what your?????",False,2022-04-17 16:24:51,@Nfteasyflow @ZDigitalDesigns @SimplySmokeyNFT DONE all task and thank you for this opportunity https://t.co/iH4fZ7R35Q,,Twitter for Android,Nfteasyflow ZDigitalDesigns SimplySmokeyNFT DONE task thank opportunity http //t.co/iH4fZ7R35Q
581,Evangelist Duffus,Jamaica,This ministry sole purpose is to deliver the lost souls of this world unto the lord thy God Jesus Christ of Nazareth....... Amen,False,2022-04-17 16:24:51,@SCOANTBJoshua Amen,,Twitter for Android,SCOANTBJoshua Amen
582,Trochiform.eth,,Beer maven. Subtly charming tvaholic. Music scholar. Devoted communicator. Writer.,False,2022-04-17 16:24:51,@f_rsn check this out @Comcomel352 @SoroushCrypto @AtotenmetzNFT @crypto_cami @piecesof8ETH @Ed33Eth @arielrodri45 @RicoCryptoBoy @ROBBi_NFT @arvindhra @Poloqlf1,,Twitter Web App,f_rsn check Comcomel352 SoroushCrypto AtotenmetzNFT crypto_cami piecesof8ETH Ed33Eth arielrodri45 RicoCryptoBoy ROBBi_NFT arvindhra Poloqlf1
583,stonemilker,nowhere,ubi sunt,False,2022-04-17 16:24:51,"May do that when I order the Gospel of Judas, which may be today.",,Twitter Web App,order Gospel Judas today
584,Necronautilus Planets,,I drift the endless post-life universe and catalogue what I see. Generative planets for use in Necronautilus RPG by @WCGameCo https://t.co/qDbYdXJXKe,False,2022-04-17 16:24:51,The adhesive planet overrun with echoes,,NecronautilusPlanets,adhesive planet overrun echo
585,Luna R,,"Thinker, dreamer, Blerd. Formerly @LuaCoelho87
She/her",False,2022-04-17 16:24:51,"I ask a legitimate question, and this one calls me a dimwit. 😂

Yep, these #MeghanMarkle haters are not operating with a full deck. I almost feel bad for them, their hatred must be exhausting.

#PrinceHarry #InvictusGames https://t.co/UTZ6TB1lgY",['MeghanMarkle'],Twitter Web App,legitimate question call dimwit MeghanMarkle hater operating full deck almost feel hatred must exhausting PrinceHarry InvictusGames http //t.co/UTZ6TB1lgY
586,Py Brazy🩸,"Oak Kliff , TX","Im a Star in my city , You just live in yours #IWD — MAYOR OF OAK KLIFF 🩸 IG: SuuWoooooooo",False,2022-04-17 16:24:51,@D5iveGG with BUTTER TOO,,Twitter for iPhone,D5iveGG BUTTER
587,Gordon55Murphy,,World class roughcaster,False,2022-04-17 16:24:51,@Bazzafifty5 @DerekWalker444 Started in 72 mate doesn't count before,,Twitter for Android,Bazzafifty5 DerekWalker444 Started mate count
588,B4nksz,propelling,‘serenity | leading: @theupperent ✨,False,2022-04-17 16:24:51,seyi vibez is the truth.,,Twitter for iPhone,seyi vibez truth
589,みこりん 🐑,ヨコハマ,"#中原中也: 「Someday, those dark feelings will clear, and no way of knowing when.」",False,2022-04-17 16:24:51,"@roosekat Akhakskskskdkd Katarinaaaa, what a great honourrr, thanks a lot 💖💖💖",,Twitter for Android,roosekat Akhakskskskdkd Katarinaaaa great honourrr thanks
590,姑苏小醋王,,"25yo MDZS fanart, ONLY MDZS",False,2022-04-17 16:24:51,@sunmoon9994 WeiYing is a baby 🥺🥺🥺🥺💕,,Twitter for iPad,sunmoon9994 WeiYing baby 🥺🥺🥺🥺💕
591,Richard Rider,"Dallas, TX",Filmmaker and socialist.,False,2022-04-17 16:24:51,@CryptoOccupy @EddieDonovan12 @AhComfy @LSobiscius A man who really stood for anything would stand for it in spite of interference. The cowards hide,,Twitter for iPhone,CryptoOccupy EddieDonovan12 AhComfy LSobiscius really stood anything would stand spite interference coward hide
592,Paoshi Products,,Marketplace green,False,2022-04-17 16:24:51,NowPlaying Tale Of Rise and Fall feat Parula  - Y V E 48 https//.paoshiproducts.com 16:23,,RadioToolBox song tweet,NowPlaying Tale Rise Fall feat Parula https//.paoshiproducts.com 16:23
593,αяι 🍒,she/her | 갓세븐 ,#แบมแบม: it ain't over till it's over,False,2022-04-17 16:24:51,@BamBam1A any pic or video with BOTH of u in it??? https://t.co/0mhc6zrLwJ,,Twitter for Android,BamBam1A video BOTH http //t.co/0mhc6zrLwJ
594,Goat arc👑💜🦋#KeflaLovers💚 #KNYLovers💜,💜🦋,LGBTQ safe💜 hedr @Sippin_cocoa avi @miyayosh_ | @zaoneaboveall @ultra_12345 @dragonballry @franktheblast @jakeyboiix3 @LilZedx @voltagekamado @rosemad009,False,2022-04-17 16:24:51,Just wanna say. It’s fine to unfollow me for tweeting spoilers I don’t mind that,,Twitter for iPhone,Just fine unfollow tweeting spoiler mind
595,Poopets,deez nuts factory,"the joke is under construction
enthusiast of valve james, fnaf, and way too many other things
eng/pl
he/him but don't care lol
miner so don't send me weird shit",False,2022-04-17 16:24:51,@MichaloxBruh you can still read the registration plaque thing 💀,,Twitter Web App,MichaloxBruh still read registration plaque thing
596,♔α,bay area|ca,,False,2022-04-17 16:24:51,@chrsvy I do not. Selling my Sunday ticket 😫,,Twitter for iPhone,chrsvy Selling Sunday ticket
597,Christopher,,Hip-Hop Head | Video Games Collector | Anime Sub Watcher | Tech Geek? | @HashiramaaSenj ❤️,False,2022-04-17 16:24:51,"@TheExile_SSB @HashiramaaSenj what the, son?!",,Twitter for Android,TheExile_SSB HashiramaaSenj
598,ARTPOP lyrics bot,,"ARTPOP lyrics every 30 minutes | fan account, all credit goes to @ladygaga",False,2022-04-17 16:24:51,"so if you have fear Apollo, sit on my lyre and play him like a piano",,"Cheap Bots, Done Quick!",fear Apollo lyre play like piano
599,Vicky williams,"Burnley, England","proud mum to 3 boys 💙💙💙
coffee, benè & gin 
my beloved  Bfc that's me happy",False,2022-04-17 16:24:51,@ClaretsLongside Is he for real,,Twitter for Android,ClaretsLongside real
600,ᨳ 미우 🫧 ♡⃟⋆ 𝓁𝒾𝓂𝒾𝓉 .ᐟ,"‎⠀ ⠀⠀ ♡  𐬹🍴⟡ ꒰ఎ 𓈒 f4hmeow 𓈒 ໒꒱  ˖ ˙🕊
‎꒦꒷ ☁̫ 𓈒 하늘만엔하이픈 땅만큼 사랑해.  ୨♡୧ ❔

‎⠀⠀ ⠀⠀  🐩 {{ ˑ̶͙  𓈒 🥼  rov , plato dm 24/7 יִ }}",𓈒 ˙ 🩹𓈒 𝒿𝓊𝓃𝑔𝓌ℴ𝓃 ˚ ♡⃘ ᚐ ✦ ❨ 양정원 𓐄 🤍 ❩ ₊ 𝟢𝟫 – 𝟢𝟤 εїз ⠈˖ ♡̴ 𓂂 박종성 💭 ◞ 𓍯 ꒰ 𝑓𝑒𝑒𝑙 𝑓𝑟𝑒𝑒 𝑡𝑜 𝑢𝑛𝑓𝑜𝑙𝑙𝑜𝑤 ꒱ ✉️ ⊹ ˚◞ ✿,False,2022-04-17 16:24:51,"🍦 𝗋𝗍 -· 𝓔𝑥𝑐ℎ𝑎𝑛𝑔𝑒 𝖿𝗈𝗅𝗅𝗈𝗐◞ 𝒫𝑙𝑎𝑦 𝑖𝑛 𝗆𝖾𝗇𝗍𝗂𝗈𝗇 ◌*.♡

🐇 — #จะทำความรู้จักกับENGENEที่มารีทวิต",['จะทำความรู้จักกับENGENEที่มารีทวิต'],Twitter for iPhone,𝓔𝑥𝑐ℎ𝑎𝑛𝑔𝑒 𝖿𝗈𝗅𝗅𝗈𝗐◞ 𝒫𝑙𝑎𝑦 𝗆𝖾𝗇𝗍𝗂𝗈𝗇 ◌*.♡ จะทำความรู้จักกับENGENEที่มารีทวิต
601,__________,"Houston, TX","my own worst enemy, so either way I can’t lose",False,2022-04-17 16:24:51,"@RusSwole definetly taking that QR code idea, hella pleigher 👌🏾",,Twitter for iPad,RusSwole definetly taking code idea hella pleigher
602,dara ll,,"owner @yukiaim | @team_parallel | @vuirn | @aimlab partner |
editor @I_AM_WILDCAT @susu_jpg @RayndayGaming",False,2022-04-17 16:24:51,"@Mubara_K check old vids playlist on my channel, its called zombie escape",,Twitter Web App,Mubara_K check vids playlist channel called zombie escape
603,rei,,rei real,False,2022-04-17 16:24:51,@dailyhimeru @lincksfan hope u cry foreeve,,Twitter for iPhone,dailyhimeru lincksfan hope foreeve
604,Kadir San,,,False,2022-04-17 16:24:51,@kafa10milyon500 Rfcdgc,,Twitter for Android,kafa10milyon500 Rfcdgc
605,Aleksandra ♌♌,,No group!!!!!! ⛔NO DM⛔No porn⛔,False,2022-04-17 16:24:51,@AJageswar Good evening Ashwin,,Twitter Web App,AJageswar Good evening Ashwin
606,Jenny Hurley🎪,Epsom,"Twittersabout Family law, politics, secularism, human rights and whatever takes my fancy.",False,2022-04-17 16:24:51,@smpearson54 @GNev2 It’s a shame that police officers are so overwhelmingly right wing. Should come from a neutral political position.,,Twitter for iPhone,smpearson54 GNev2 shame police officer overwhelmingly right wing Should come neutral political position
607,samo 🦛,she/her ,"be yourself, that person is very special - matthew gray gubler || twitch enjoyer || side: @samotrex",False,2022-04-17 16:24:51,alba corketioner,,Twitter for iPhone,alba corketioner
608,matt . . ★,minor / edtwt,— The desire to be loved | he/him,False,2022-04-17 16:24:51,pass sorry https://t.co/dUjWGqVVYX,,Twitter for iPhone,pas sorry http //t.co/dUjWGqVVYX
609,Hannah the Framber stan,Camp Half-Blood Cabin 11 ,"UMHB COE: NWSL Fan, Man City Women's Fan, Houston Sports Fan, 23 She/He/They",False,2022-04-17 16:24:51,Happy Easter to all those who celebrate!! HE IS RISEN!,,Twitter for iPhone,Happy Easter celebrate RISEN
610,🌱 Nature Conservation,,,False,2022-04-17 16:24:51,"@MairavZ Palestinians desecration of holy places, a testament for their values or lack of",,Twitter for iPhone,MairavZ Palestinians desecration holy place testament value lack
611,sof 𓄹, border : 儚い,decelis academy,False,2022-04-17 16:24:51,adding hee specs https://t.co/dnkfjSQ3WK,,Twitter for iPhone,adding spec http //t.co/dnkfjSQ3WK
612,Harold,,,False,2022-04-17 16:24:51,@Samanth31163984 @jellybeans1983 @Jay96791070 U need this big white dick,,Twitter Web App,Samanth31163984 jellybeans1983 Jay96791070 need white dick
